user_name,language,game_id,game_name,start_time(UTC Time),view_count
NairoMK,en,504461,Super Smash Bros. Ultimate,2018-12-08 19:58:07,2492
HighDistortion,en,33214,Fortnite,2018-12-09 09:37:35,2445
armatvhs,fr,138585,Hearthstone,2018-12-09 08:52:07,2412
BobRoss,en,509660,Art,2018-12-07 19:50:03,2377
고차비,ko,509658,Just Chatting,2018-12-09 07:35:04,2327
Magic,en,2748,Magic: The Gathering,2018-12-09 08:44:15,2314
우왁굳,ko,509658,Just Chatting,2018-12-09 09:39:06,2307
아크로,ko,490100,Lost Ark Online,2018-12-09 09:38:33,2297
AlpTV,tr,18846,Garry's Mod,2018-12-09 06:26:58,2289
SirhcEz,en,21779,League of Legends,2018-12-09 04:26:10,2261
Bigbangs06,fr,506103,FIFA 19,2018-12-09 07:36:32,2179
BurkeBlack,en,491572,Stellaris,2018-12-09 03:00:58,2164
chistor_,ru,29307,Path of Exile,2018-12-09 06:49:14,2141
자동,ko,509658,Just Chatting,2018-12-09 03:32:33,2137
OgamingLoL,fr,21779,League of Legends,2018-12-09 05:30:36,2129
NateHill,en,33214,Fortnite,2018-12-09 09:04:39,2126
Gosu,en,21779,League of Legends,2018-12-09 09:22:02,2003
JapaneseKoreanUG,ja,21779,League of Legends,2018-12-09 03:58:27,2002
xGladd,en,497057,Destiny 2,2018-12-09 02:18:43,1980
강지,ko,488552,Overwatch,2018-12-09 07:59:00,1949
Solary,fr,21779,League of Legends,2018-12-08 10:42:50,1877
딩셉션,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 06:46:42,1874
SVIT_TV,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 06:22:27,1835
살인마협회장,ko,491487,Dead by Daylight,2018-12-09 09:41:12,1841
Solary,fr,21779,League of Legends,2018-12-08 10:42:50,1837
TSM_TheOddOne,en,496902,Slay the Spire,2018-12-09 00:35:46,1775
CigaretteSTV,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 09:17:35,1736
ESL_CSGO_SEE,en,32399,Counter-Strike: Global Offensive,2018-12-09 08:27:49,1700
薛喜,zh,138585,Hearthstone,2018-12-09 08:53:59,1685
runitup247,en,488190,Poker,2018-12-08 09:54:20,1680
BikeMan,en,506384,Just Cause 4,2018-12-09 00:29:56,1674
小夜夜,zh,21779,League of Legends,2018-12-09 06:55:37,1663
우정잉,ko,370539,Puyo Puyo Tetris,2018-12-09 03:59:03,1651
우정잉,ko,370539,Puyo Puyo Tetris,2018-12-09 03:59:03,1651
삐부,ko,509658,Just Chatting,2018-12-09 09:23:54,1638
Sick_Nerd,en,459931,Old School RuneScape,2018-12-09 09:56:57,1619
LVPes,es,21779,League of Legends,2018-12-09 05:38:33,1617
shofu,en,504461,Super Smash Bros. Ultimate,2018-12-09 02:52:21,1599
csruhub2,ru,32399,Counter-Strike: Global Offensive,2018-12-09 09:36:48,1554
apDrop,en,504461,Super Smash Bros. Ultimate,2018-12-09 05:50:12,1534
Yozhyk,ru,506103,FIFA 19,2018-12-09 09:14:57,1503
allkeyshop_tv,en,509658,Just Chatting,2018-12-09 06:33:23,1490
mrslohunterfy,ru,509576,Casino,2018-12-08 12:51:42,1488
RedFalcon,en,504461,Super Smash Bros. Ultimate,2018-12-09 07:22:14,1477
NVIDIAGeForcePL,pl,27471,Minecraft,2018-12-08 18:50:26,1446
TheNo1Alex,en,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-09 01:04:44,1444
Loserfruit,en,509667,Food & Drink,2018-12-09 08:44:24,1423
萌萌小蝶,zh,21779,League of Legends,2018-12-09 02:48:01,1420
똘똘똘이_,ko,494632,Arizona Sunshine,2018-12-09 07:47:46,1408
livekiss,zh,26936,Music & Performing Arts,2018-12-07 14:58:39,1404
PireanLoL,ko,21779,League of Legends,2018-12-09 07:28:49,1403
mindcrack,en,488426,Extra Life,2018-12-07 20:00:24,1386
Aurateur,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:06:58,1363
Aurateur,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:06:58,1354
피유,ko,509658,Just Chatting,2018-12-09 09:12:35,1336
GTimeTV,de,27471,Minecraft,2018-12-09 08:17:20,1334
iamThanh,de,138585,Hearthstone,2018-12-08 15:55:28,1322
rxnexus,ru,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 07:38:45,1315
Richard_Hammer,en,490771,Battle Brothers,2018-12-09 04:12:17,1299
JeelTV,fr,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-09 08:50:35,1295
蝦愛橘子,zh,504461,Super Smash Bros. Ultimate,2018-12-08 18:44:08,1282
osulive,en,21465,osu!,2018-12-09 09:56:17,1278
uccleague4,ru,29595,Dota 2,2018-12-08 22:06:51,1264
XaKoH,ru,29595,Dota 2,2018-12-09 05:56:13,1258
Towelliee,en,18122,World of Warcraft,2018-12-09 09:07:15,1244
Bonjwa,de,491572,Stellaris,2018-12-09 08:29:29,1238
Timmac,en,71375,Star Citizen,2018-12-09 05:08:17,1236
danikxaz,ru,509576,Casino,2018-12-08 23:53:47,1222
FdeFIFA,es,506103,FIFA 19,2018-12-09 09:21:12,1218
Raskology_,de,33214,Fortnite,2018-12-09 09:01:20,1197
Xari,fr,504461,Super Smash Bros. Ultimate,2018-12-09 09:13:44,1185
FPSThailand,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 06:26:47,1182
havoc616,en,29307,Path of Exile,2018-12-09 06:33:47,1170
Blinky_plz,en,488552,Overwatch,2018-12-09 05:28:39,1166
Sinedd92,ru,138585,Hearthstone,2018-12-09 07:25:13,1160
JennaJulien,en,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 04:19:39,1137
無口君,zh,138585,Hearthstone,2018-12-09 03:55:34,1122
Kamikatze,de,504689,Farming Simulator 19,2018-12-08 20:51:28,1106
짜누,ko,488552,Overwatch,2018-12-09 08:17:47,1100
쫀득이_,ko,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-09 02:02:40,1080
CrReaM,en,490377,Sea of Thieves,2018-12-09 08:25:50,1076
Dota2ruhub3,ru,29595,Dota 2,2018-12-09 07:05:52,1074
NaviOOT,en,138585,Hearthstone,2018-12-09 00:06:25,1071
짜누,ko,488552,Overwatch,2018-12-09 08:17:47,1039
Dota2ruhub3,ru,29595,Dota 2,2018-12-09 07:05:52,1013
Corobizar,fr,21779,League of Legends,2018-12-09 07:36:55,1008
wasuezqelusia,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 09:22:35,1000
RetroGaijin,en,504461,Super Smash Bros. Ultimate,2018-12-09 08:32:50,992
蒼汁,ja,138585,Hearthstone,2018-12-09 05:19:09,989
nugiyen,en,29307,Path of Exile,2018-12-09 08:38:28,987
Renmen1,ru,138585,Hearthstone,2018-12-09 09:35:18,957
KatGunn,en,504462,Call of Duty: Black Ops 4,2018-12-09 06:36:00,955
Roflgator,en,499003,VRChat,2018-12-09 06:11:13,938
A1taOda,ru,29595,Dota 2,2018-12-09 09:51:46,936
SpeedGaming3,en,539,Harry Potter and the Philosopher's Stone,2018-12-07 17:30:35,928
QRUSHcsgo,ru,32399,Counter-Strike: Global Offensive,2018-12-09 08:42:39,921
Alkaizerx,en,29307,Path of Exile,2018-12-09 09:24:17,915
iateyourpie,en,504461,Super Smash Bros. Ultimate,2018-12-09 00:31:38,915
kekkobomba,it,33214,Fortnite,2018-12-09 09:51:34,907
ChronicEzzi,en,33214,Fortnite,2018-12-09 00:44:03,907
generalqw,ru,29595,Dota 2,2018-12-09 08:47:45,906
GamblingL,en,509576,Casino,2018-12-09 09:04:33,903
Shadybunny,en,138585,Hearthstone,2018-12-09 06:33:25,900
queue_tan,ja,27471,Minecraft,2018-12-09 09:54:08,874
JTaz_,it,509658,Just Chatting,2018-12-08 21:19:19,864
StreamerHouse,en,506246,Fallout 76,2018-12-08 05:27:43,863
다주,ko,33214,Fortnite,2018-12-09 10:05:16,862
Celerity,en,16937,Artifact,2018-12-09 07:00:01,862
lessqqll,de,21779,League of Legends,2018-12-09 08:21:01,861
danielharrison,en,33214,Fortnite,2018-12-09 09:33:39,851
mischief_kitty,en,18122,World of Warcraft,2018-12-09 05:44:51,839
咪咪蛋,zh,21779,League of Legends,2018-12-09 04:48:34,836
CrisHeroes,en,32959,Heroes of the Storm,2018-12-09 08:51:33,834
StreamerHouse,en,506246,Fallout 76,2018-12-08 05:27:43,850
CrisHeroes,en,32959,Heroes of the Storm,2018-12-09 08:51:33,848
EsfandTV,en,29433,Dark Souls,2018-12-09 02:35:04,843
象先輩,ja,21779,League of Legends,2018-12-09 06:21:25,840
daniels,pt,21779,League of Legends,2018-12-09 09:36:02,836
wintergaming,en,26175,PlanetSide 2,2018-12-09 01:39:12,814
Lacari,en,509146,Battlerite Royale,2018-12-09 05:51:23,806
홍차,ko,138585,Hearthstone,2018-12-09 05:54:26,795
Fairlight_Excalibur,en,504461,Super Smash Bros. Ultimate,2018-12-09 09:12:28,789
艾維與卡苗,zh-hk,504260,Mutant Year Zero: Road to Eden,2018-12-09 03:57:19,787
艾維與卡苗,zh-hk,504260,Mutant Year Zero: Road to Eden,2018-12-09 03:57:19,787
咪咪蛋,zh,21779,League of Legends,2018-12-09 04:48:34,776
AlaskanSavage,en,510344,Kingdom Two Crowns,2018-12-09 03:35:00,773
starsmitten,en,488552,Overwatch,2018-12-09 01:31:54,744
archangel_hs,ru,33214,Fortnite,2018-12-09 09:31:27,742
maxim,de,21779,League of Legends,2018-12-09 10:07:26,741
gaules,pt,32399,Counter-Strike: Global Offensive,2018-12-08 23:54:12,738
ludojopu_streammu,ru,509576,Casino,2018-12-08 15:38:35,731
BixenteHS,pl,138585,Hearthstone,2018-12-09 09:43:15,724
PTERODACTYLSFTW,en,32399,Counter-Strike: Global Offensive,2018-12-09 06:36:03,712
BrainTM,en,496902,Slay the Spire,2018-12-09 05:06:56,702
OfficialYuGiOhChannel,en,497248,Yu-Gi-Oh! TRADING CARD GAME,2018-12-09 08:00:44,696
rainbrain,ja,504461,Super Smash Bros. Ultimate,2018-12-09 07:10:09,696
MusclebrahTV,en,18122,World of Warcraft,2018-12-09 07:41:28,694
ark_dota,ru,29595,Dota 2,2018-12-09 09:22:03,689
Kikis1205,pl,21779,League of Legends,2018-12-09 07:36:02,681
fifahassliebehd,de,506103,FIFA 19,2018-12-09 08:28:37,677
nicholena,en,138585,Hearthstone,2018-12-09 02:35:47,674
MajinPhil,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:05:59,668
DavidLabowsky,en,509576,Casino,2018-12-09 08:06:24,666
ark_dota,ru,29595,Dota 2,2018-12-09 09:22:03,666
Sweezy,cs,32399,Counter-Strike: Global Offensive,2018-12-09 07:32:58,662
MajinPhil,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:05:59,662
Tonton,fr,18122,World of Warcraft,2018-12-09 07:22:09,661
heavyRainism,ko,138585,Hearthstone,2018-12-09 09:59:50,660
DavidLabowsky,en,509576,Casino,2018-12-09 08:06:24,657
rorichann,ja,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 02:31:41,657
TSMAblazeolive,en,21779,League of Legends,2018-12-09 05:33:26,655
Streampriester,de,27546,World of Tanks,2018-12-09 06:08:17,654
우주하마,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 10:03:41,653
PG_Esports,it,21779,League of Legends,2018-12-08 23:12:01,650
beyondthesummit_pt,pt,29595,Dota 2,2018-12-09 08:30:42,649
하느르,ko,509658,Just Chatting,2018-12-09 08:01:36,646
justfoxii,en,33214,Fortnite,2018-12-09 06:10:35,644
Etup,en,29307,Path of Exile,2018-12-09 02:09:21,643
EEGDOTA,ru,29595,Dota 2,2018-12-09 07:52:27,633
우주하마,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 10:03:41,619
LorDBabYHuLk,en,506383,NBA 2K19,2018-12-09 07:21:10,613
bateson87,en,506103,FIFA 19,2018-12-09 09:42:26,612
RankOneSlay,en,459931,Old School RuneScape,2018-12-09 07:54:53,611
DuendePablo,es,492535,Celeste,2018-12-09 07:21:08,607
ray__c,en,263490,Rust,2018-12-09 02:03:11,603
Fissure_ow,ko,509667,Food & Drink,2018-12-09 09:33:00,592
KarmikKoala,ru,33214,Fortnite,2018-12-09 09:22:47,591
BreakinSkullz,en,491931,Escape From Tarkov,2018-12-09 03:17:23,585
hyubsama,en,490314,Shadow Warrior 2,2018-12-09 07:47:16,584
Boxghostz,en,491487,Dead by Daylight,2018-12-09 08:30:14,583
DonTheCrown,en,29307,Path of Exile,2018-12-08 17:48:49,577
CammyCakes,en,497057,Destiny 2,2018-12-09 00:19:51,568
juicysnipes,en,33214,Fortnite,2018-12-09 04:28:13,554
SPLINTERru,ru,33214,Fortnite,2018-12-09 07:51:05,567
mumusiraneitor,es,509658,Just Chatting,2018-12-09 06:45:51,553
Canko,tr,29595,Dota 2,2018-12-09 08:35:50,547
RocketBeansTV,de,13332,Pokémon FireRed/LeafGreen,2018-12-08 05:45:28,546
derrekow,en,488552,Overwatch,2018-12-09 06:47:27,545
chapo,en,32507,Smite,2018-12-09 01:55:11,541
BroadcastGG,en,488552,Overwatch,2018-12-09 09:09:37,540
Naiman_Hs,ru,16937,Artifact,2018-12-09 06:33:44,540
SoyPan,es,509658,Just Chatting,2018-12-09 06:17:10,540
PsheroTV,en,18122,World of Warcraft,2018-12-09 08:30:26,539
AnnieFuchsia,en,491586,The Room Three,2018-12-08 15:15:00,537
ChaseShaco,en,21779,League of Legends,2018-12-09 04:38:58,534
juicysnipes,en,33214,Fortnite,2018-12-09 04:28:13,533
DeerNadia,en,138585,Hearthstone,2018-12-09 06:41:37,524
jvtv,fr,138585,Hearthstone,2018-12-09 09:31:46,520
s0mcs,en,509658,Just Chatting,2018-12-09 01:09:25,518
AG_Bean3r,es,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 04:18:08,515
kafeeeeee_ow,en,488552,Overwatch,2018-12-09 08:33:32,509
강소연,ko,490100,Lost Ark Online,2018-12-08 23:22:00,505
ArcadeBulls,cs,506384,Just Cause 4,2018-12-09 08:51:55,503
오린이야,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 08:44:35,502
畢格波斯,zh,504199,Battlefield V,2018-12-09 08:39:49,501
미라클티비,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 09:09:07,500
zEmerson,pt,21779,League of Legends,2018-12-09 05:02:40,498
RandomBruceTV,pl,21779,League of Legends,2018-12-08 12:53:20,498
ESL_CSGO,en,32399,Counter-Strike: Global Offensive,2018-12-08 17:22:05,493
BiDa,pt,32399,Counter-Strike: Global Offensive,2018-12-09 06:13:28,481
녹두로,ko,504461,Super Smash Bros. Ultimate,2018-12-09 09:40:28,478
MOGRA,ja,26936,Music & Performing Arts,2018-12-09 05:56:29,477
WaifuGate,en,2748,Magic: The Gathering,2018-12-09 06:53:14,476
i1ame_ru,ru,29307,Path of Exile,2018-12-09 02:54:46,473
TheRealPugzilla,en,506103,FIFA 19,2018-12-09 05:42:47,471
湯米,zh,509658,Just Chatting,2018-12-09 09:40:12,463
dethSC,en,490422,StarCraft II,2018-12-09 08:02:51,463
Dracon,de,458781,No Man's Sky,2018-12-09 03:03:21,460
에픽게임즈코리아,ko,33214,Fortnite,2018-12-09 09:42:59,459
Redshell,en,488552,Overwatch,2018-12-09 03:02:04,457
KTVSKY,ru,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 08:38:58,456
GoodIdeaGaming,en,29307,Path of Exile,2018-12-09 06:29:52,456
에픽게임즈코리아,ko,33214,Fortnite,2018-12-09 09:42:59,451
snoodyboo,es,138585,Hearthstone,2018-12-09 08:57:15,451
JohnnyCDerp,de,18122,World of Warcraft,2018-12-09 08:40:56,448
GutsDestroyYou,fr,489635,ARK,2018-12-09 07:15:47,448
TheToganash,ru,2798,Heroes of Might and Magic III: The Shadow of Death,2018-12-09 09:01:52,443
Citydriver_,de,33214,Fortnite,2018-12-09 10:00:16,439
GoodIdeaGaming,en,29307,Path of Exile,2018-12-09 06:29:52,439
큐우티,ko,509658,Just Chatting,2018-12-09 08:17:11,428
피닉스박1,ko,21779,League of Legends,2018-12-09 10:08:12,424
Maxylobes,en,4392,F.E.A.R.: First Encounter Assault Recon,2018-12-09 04:13:40,423
Maxylobes,en,4392,F.E.A.R.: First Encounter Assault Recon,2018-12-09 04:13:40,423
PoorBoySin,en,506383,NBA 2K19,2018-12-09 09:00:13,420
benoittravers,en,491403,Eternal,2018-12-09 06:09:50,419
originhs,fr,138585,Hearthstone,2018-12-09 09:12:54,418
Melipastel,en,33214,Fortnite,2018-12-09 05:54:24,418
IFresh_HD,fr,21779,League of Legends,2018-12-09 08:13:27,410
마뫄,ko,509658,Just Chatting,2018-12-09 10:11:28,404
VidyaBum,en,66082,Games + Demos,2018-12-09 08:35:40,404
금사향,ko,509658,Just Chatting,2018-12-09 06:47:37,404
SideArms4Reason,en,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-09 08:59:33,401
scuffnmuffn,en,21779,League of Legends,2018-12-09 10:03:06,400
OnkelBarlow,de,18122,World of Warcraft,2018-12-09 08:31:27,399
Trynet123,en,493217,Gwent: The Witcher Card Game,2018-12-09 05:02:02,399
mcilreavey,en,29307,Path of Exile,2018-12-09 07:23:40,397
카프리님,ko,490100,Lost Ark Online,2018-12-09 02:42:53,395
SyroxM,en,16282,Super Smash Bros. Melee,2018-12-09 04:06:56,392
Joshimuz,en,15631,Grand Theft Auto: Vice City,2018-12-09 08:59:14,391
Omni,en,65654,The Elder Scrolls Online,2018-12-08 20:01:54,391
kamikpro,ru,138585,Hearthstone,2018-12-09 05:52:55,385
Eduardo_Hook ,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:35:11,384
카프리님,ko,490100,Lost Ark Online,2018-12-09 02:42:53,390
금사향,ko,509658,Just Chatting,2018-12-09 06:47:37,385
AionJanis,en,386821,Black Desert Online,2018-12-09 03:37:42,385
Eduardo_Hook ,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:35:11,381
kamikpro,ru,138585,Hearthstone,2018-12-09 05:52:55,380
Sizofren,tr,509658,Just Chatting,2018-12-09 10:09:00,379
Lachinio,en,30921,Rocket League,2018-12-09 09:01:01,378
delordione,pl,21779,League of Legends,2018-12-09 10:08:42,375
Ettnix,sv,33214,Fortnite,2018-12-09 09:31:19,375
FroggedTV,fr,29595,Dota 2,2018-12-09 08:05:05,375
이선생84,ko,29307,Path of Exile,2018-12-09 00:41:01,375
Agholor,en,33214,Fortnite,2018-12-09 03:41:48,371
WarLegendnet,fr,33214,Fortnite,2018-12-09 09:03:10,369
아구,ko,509658,Just Chatting,2018-12-09 08:59:57,368
Cr1tdota,en,29595,Dota 2,2018-12-09 09:33:55,367
jimpanse,de,509146,Battlerite Royale,2018-12-09 07:43:09,367
Monstercat,en,26936,Music & Performing Arts,2018-12-08 23:02:21,367
RetroGamingLiveTV,en,27284,Retro,2018-12-08 16:49:53,365
응삼이,ko,491283,White Day: A Labyrinth Named School,2018-12-09 08:01:17,363
Lifestomper,en,263490,Rust,2018-12-09 06:29:38,360
Iam_chappie,en,504462,Call of Duty: Black Ops 4,2018-12-09 09:15:00,357
Dennsen86,de,504461,Super Smash Bros. Ultimate,2018-12-09 09:31:05,353
WarLegendnet,fr,33214,Fortnite,2018-12-09 09:03:10,351
Gleborg,ru,27546,World of Tanks,2018-12-09 08:10:48,351
ESL_SC2,en,490422,StarCraft II,2018-12-07 11:14:04,351
Aila831,zh,29307,Path of Exile,2018-12-08 22:52:08,350
rullymnhpubg,en,505884,PUBG MOBILE,2018-12-08 21:52:01,350
DIATECH,en,491487,Dead by Daylight,2018-12-09 06:28:25,348
Powie,de,508313,Tourist Bus Simulator,2018-12-09 08:58:31,347
Iam_chappie,en,504462,Call of Duty: Black Ops 4,2018-12-09 09:15:00,346
Gleborg,ru,27546,World of Tanks,2018-12-09 08:10:48,346
Kregme,da,509672,Travel & Outdoors,2018-12-09 07:07:52,346
APlus0v0,zh,509658,Just Chatting,2018-12-09 09:36:02,345
DIATECH,en,491487,Dead by Daylight,2018-12-09 06:28:25,345
금쿤2,ko,386821,Black Desert Online,2018-12-09 09:45:50,343
Powie,de,508313,Tourist Bus Simulator,2018-12-09 08:58:31,342
zenga_tv,ru,29595,Dota 2,2018-12-09 06:12:10,339
PersiArmyCF,bg,506103,FIFA 19,2018-12-09 09:10:02,337
glebleodota,ru,29595,Dota 2,2018-12-09 08:05:19,335
CrunchyEggrollzz,en,491487,Dead by Daylight,2018-12-09 07:22:41,337
glebleodota,ru,29595,Dota 2,2018-12-09 08:05:19,336
lara6683,en,26936,Music & Performing Arts,2018-12-09 09:59:46,334
Decha__,en,27546,World of Tanks,2018-12-09 09:43:26,334
Vega_Lim,ru,386821,Black Desert Online,2018-12-09 08:53:24,332
Delt4Forc3,es,509658,Just Chatting,2018-12-09 04:42:10,332
Sasslyn,en,460630,Tom Clancy's Rainbow Six: Siege,2018-12-09 04:01:05,327
메메_,ko,488552,Overwatch,2018-12-09 03:58:11,325
l2era12,en,8901,Lineage II,2018-12-09 10:05:33,324
TGH_sr,en,492535,Celeste,2018-12-09 03:29:34,324
m989876525,zh,21779,League of Legends,2018-12-09 06:08:50,321
연지수,ko,21779,League of Legends,2018-12-09 07:59:21,319
CarNage64,en,11988,Final Fantasy VII,2018-12-09 00:04:58,318
JenaUrf,en,33214,Fortnite,2018-12-09 04:37:08,317
TCEC_Chess_TV,en,743,Chess,2018-12-09 10:00:48,316
용연향,ko,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-09 06:09:27,316
TreAndJ,en,504462,Call of Duty: Black Ops 4,2018-12-09 07:03:08,314
Naige,de,32502,World of Warships,2018-12-09 06:35:02,314
a1ms0nz,de,33214,Fortnite,2018-12-09 07:35:48,313
Generikb,en,27471,Minecraft,2018-12-08 22:51:45,313
a1ms0nz,de,33214,Fortnite,2018-12-09 07:35:48,311
Acemodai,fr,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 07:21:57,311
더헬,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-09 06:06:13,310
Pohx,en,29307,Path of Exile,2018-12-09 03:24:25,308
Hitch,en,509658,Just Chatting,2018-12-09 09:55:13,307
Generikb,en,27471,Minecraft,2018-12-08 22:51:45,303
연지수,ko,21779,League of Legends,2018-12-09 07:59:21,302
OgamingSC2,fr,490422,StarCraft II,2018-12-09 03:47:49,302
Theuberelite,en,29307,Path of Exile,2018-12-08 21:44:16,300
Kwitty23,en,504461,Super Smash Bros. Ultimate,2018-12-09 04:39:08,298
Pohx,en,29307,Path of Exile,2018-12-09 03:24:25,298
meleeman777,ru,138585,Hearthstone,2018-12-09 09:16:18,297
Food,en,509667,Food & Drink,2018-12-09 08:00:04,297
BigApain,en,33214,Fortnite,2018-12-08 17:41:34,297
devolore,en,71375,Star Citizen,2018-12-09 05:22:30,296
TreAndJ,en,504462,Call of Duty: Black Ops 4,2018-12-09 07:03:08,294
somagreen,en,509658,Just Chatting,2018-12-09 06:26:52,293
gakiloroth,en,33214,Fortnite,2018-12-09 09:30:25,292
블랙핸드,ko,138585,Hearthstone,2018-12-09 03:17:12,292
노돌리,ko,33214,Fortnite,2018-12-09 00:49:12,292
GN_GG,ru,29307,Path of Exile,2018-12-08 22:09:58,292
MetalSlug,en,504199,Battlefield V,2018-12-09 06:59:20,290
KatLink,en,5360,Resident Evil,2018-12-09 05:09:55,289
SaltyBet,en,271231,M.U.G.E.N,2018-12-07 18:44:12,289
denissniderTV,pt,509658,Just Chatting,2018-12-09 02:40:38,288
SteelRain27,en,271304,7 Days to Die,2018-12-08 21:12:36,285
叉燒,zh,6369,God of War,2018-12-09 09:15:56,284
콩콩,ko,33214,Fortnite,2018-12-09 08:56:21,282
Crocodyle_lol,fr,21779,League of Legends,2018-12-09 03:06:29,281
denissniderTV,pt,509658,Just Chatting,2018-12-09 02:40:38,284
