user_name,language,game_id,game_name,start_time(UTC Time),view_count
pqueen92,tr,509658,Just Chatting,2018-12-08 13:48:08,2647
Wingsofdeath,en,21779,League of Legends,2018-12-08 07:20:29,2629
singsing,en,29307,Path of Exile,2018-12-08 13:11:42,2596
Cyberclasher,th,29595,Dota 2,2018-12-08 08:47:51,2588
연두는말안드뤄,ko,504461,Super Smash Bros. Ultimate,2018-12-08 10:07:10,2538
chistor_,ru,29307,Path of Exile,2018-12-07 23:06:41,2533
Cyberclasher,th,29595,Dota 2,2018-12-08 08:47:51,2518
Wingsofdeath,en,21779,League of Legends,2018-12-08 07:20:29,2492
fuslie,en,504461,Super Smash Bros. Ultimate,2018-12-07 04:04:23,2462
RakanooLive,ar,33214,Fortnite,2018-12-08 11:42:26,2448
RetroGaijin,en,504461,Super Smash Bros. Ultimate,2018-12-08 08:11:06,2431
unique,ru,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 13:48:16,2404
愷蒂喵,zh,509658,Just Chatting,2018-12-08 11:38:47,2392
CasinoDaddy,en,509576,Casino,2018-12-08 09:28:09,2384
개복어,ko,490100,Lost Ark Online,2018-12-08 00:22:02,2303
MrSavageM,en,33214,Fortnite,2018-12-08 13:44:43,2295
達哥,zh,378902,Moonlight Blade,2018-12-08 14:41:12,2201
薛喜,zh,138585,Hearthstone,2018-12-08 11:00:21,2200
貝克,zh,504461,Super Smash Bros. Ultimate,2018-12-08 11:39:59,2165
allkeyshop_tv,en,509658,Just Chatting,2018-12-08 12:04:55,2162
Mew2King,en,504461,Super Smash Bros. Ultimate,2018-12-07 19:05:20,2129
BobRoss,en,509660,Art,2018-12-07 19:50:03,2104
군림보,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 11:35:27,2081
Hiphopde,de,417752,Talk Shows & Podcasts,2018-12-08 13:34:38,2051
Fairlight_Excalibur,en,504461,Super Smash Bros. Ultimate,2018-12-08 06:10:05,2041
Loserfruit,en,33214,Fortnite,2018-12-08 13:13:22,2008
makataO,ru,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 14:14:25,2005
미라지,ko,488552,Overwatch,2018-12-08 10:57:46,1992
hashinshin,en,21779,League of Legends,2018-12-08 11:00:34,1990
Manyrin,ru,509146,Battlerite Royale,2018-12-08 12:57:58,1985
阿津,zh,66082,Games + Demos,2018-12-08 11:51:58,1966
WELOVEGAMES,ru,509658,Just Chatting,2018-12-08 12:24:23,1938
WELOVEGAMES,ru,509658,Just Chatting,2018-12-08 12:24:23,1999
Manyrin,ru,509146,Battlerite Royale,2018-12-08 12:57:58,1985
阿津,zh,66082,Games + Demos,2018-12-08 11:51:58,1961
hashinshin,en,21779,League of Legends,2018-12-08 11:00:34,1959
웁_게임방송,ko,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-08 13:54:57,1917
미라지,ko,488552,Overwatch,2018-12-08 10:57:46,1895
SummonersInnLive,de,21779,League of Legends,2018-12-08 13:26:53,1881
NVIDIAGeForcePL,pl,32399,Counter-Strike: Global Offensive,2018-12-07 15:27:27,1875
피닉스박1,ko,21779,League of Legends,2018-12-08 09:21:31,1860
TrU3Ta1ent,en,491487,Dead by Daylight,2018-12-08 13:15:50,1848
Allad,ru,138585,Hearthstone,2018-12-08 10:52:31,1837
소니쇼,ko,504461,Super Smash Bros. Ultimate,2018-12-08 10:37:16,1833
w_slots,ru,509576,Casino,2018-12-07 11:33:26,1811
TFBlade,en,21779,League of Legends,2018-12-08 14:41:44,1810
runitup247,en,488190,Poker,2018-12-08 09:54:20,1798
wasuezqelusia,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 14:35:44,1784
ErycTriceps,en,33214,Fortnite,2018-12-08 11:22:02,1750
PowerUpWithPride,en,9287,Pokémon Ruby/Sapphire,2018-12-08 06:37:52,1689
PowerUpWithPride,en,9287,Pokémon Ruby/Sapphire,2018-12-08 06:37:52,1689
AlcastHQ,en,65654,The Elder Scrolls Online,2018-12-08 12:37:51,1685
JoshOG,en,504461,Super Smash Bros. Ultimate,2018-12-08 13:33:26,1668
Lory,de,32982,Grand Theft Auto V,2018-12-08 11:42:05,1665
Celerity,en,496902,Slay the Spire,2018-12-08 07:00:02,1663
OgamingLoL,fr,21779,League of Legends,2018-12-08 05:49:59,1627
pokelawls,en,510590,Hades,2018-12-08 13:31:18,1599
NymN,en,509658,Just Chatting,2018-12-08 14:00:52,1575
NymN,en,509658,Just Chatting,2018-12-08 14:00:52,1579
mrslohunterfy,ru,509576,Casino,2018-12-08 12:51:42,1575
태준이,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 13:01:38,1571
havoc616,en,29307,Path of Exile,2018-12-07 18:53:48,1552
다주,ko,369252,The Sims 4,2018-12-08 11:42:35,1544
BeyondTheSummit,en,29595,Dota 2,2018-12-08 12:15:31,1520
T90Official,en,13389,Age of Empires II,2018-12-08 13:48:52,1509
Deadlyslob,en,491931,Escape From Tarkov,2018-12-08 13:33:10,1503
mindcrack,en,488426,Extra Life,2018-12-07 20:00:24,1499
룰러어,ko,21779,League of Legends,2018-12-08 12:39:25,1485
勝敗難免,zh,21779,League of Legends,2018-12-08 11:45:00,1480
大魚,zh,417752,Talk Shows & Podcasts,2018-12-07 07:34:25,1478
LeStream,fr,506384,Just Cause 4,2018-12-08 10:55:34,1445
오킹,ko,490100,Lost Ark Online,2018-12-08 12:16:02,1406
deco1tv,ru,29595,Dota 2,2018-12-08 13:49:41,1368
TelethonGaming,fr,504461,Super Smash Bros. Ultimate,2018-12-08 14:17:36,1356
CrisHeroes,en,32959,Heroes of the Storm,2018-12-08 09:14:27,1349
FPSThailand,th,32399,Counter-Strike: Global Offensive,2018-12-08 06:43:44,1338
ESL_CSGO_SEE,en,32399,Counter-Strike: Global Offensive,2018-12-08 08:19:54,1330
DavidChau,en,33214,Fortnite,2018-12-08 00:23:26,1324
강지,ko,509658,Just Chatting,2018-12-08 11:56:03,1307
무굴,ko,18122,World of Warcraft,2018-12-08 10:59:54,1304
蝦愛橘子,zh,504461,Super Smash Bros. Ultimate,2018-12-06 20:42:12,1303
ESL_csgo_es,es,32399,Counter-Strike: Global Offensive,2018-12-08 14:01:19,1300
짬타수아,ko,491487,Dead by Daylight,2018-12-08 09:51:11,1294
SoloRenektonOnly,en,21779,League of Legends,2018-12-08 12:01:09,1270
葉子,zh,509658,Just Chatting,2018-12-08 14:45:48,1257
Bonjwa,de,509663,Special Events,2018-12-08 14:29:19,1248
피유,ko,21779,League of Legends,2018-12-08 08:46:58,1233
피유,ko,21779,League of Legends,2018-12-08 08:46:58,1272
esl_99damage,de,32399,Counter-Strike: Global Offensive,2018-12-08 14:30:37,1246
Ziqoftw,en,18122,World of Warcraft,2018-12-08 12:17:24,1229
trausi,en,263490,Rust,2018-12-08 11:34:49,1225
Sick_Nerd,en,459931,Old School RuneScape,2018-12-08 14:13:10,1217
RebirthzTV,th,263490,Rust,2018-12-08 13:24:38,1202
Broeki1,de,21779,League of Legends,2018-12-08 13:17:41,1194
Mazarin1k,cs,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 11:13:44,1191
flamuu,en,32502,World of Warships,2018-12-08 13:57:24,1184
FifaTargrean,th,509802,Football Manager 2019,2018-12-08 14:31:26,1170
Wardiii,en,490422,StarCraft II,2018-12-08 12:02:50,1160
SayNoToRage,en,497057,Destiny 2,2018-12-08 12:55:00,1153
RM9_,zh,4815,Mega Man,2018-12-08 02:00:13,1139
repazmois,de,33214,Fortnite,2018-12-08 13:01:56,1125
sirfoch,en,27546,World of Tanks,2018-12-08 13:22:30,1124
永井博之,ja,29413,Zettai Zetsumei Toshi 4: Summer Memories,2018-12-08 11:38:42,1123
BIG_BODGIK,ru,509576,Casino,2018-12-08 14:52:17,1119
OGamingTV,fr,504461,Super Smash Bros. Ultimate,2018-12-07 18:59:01,1117
GingiTV,en,18122,World of Warcraft,2018-12-08 13:11:22,1106
Jendenise,en,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-08 09:03:15,1104
Grimnax,tr,509658,Just Chatting,2018-12-08 12:28:37,1103
zEmerson,pt,489635,ARK,2018-12-07 23:08:46,1101
김나성,ko,488632,Enter the Gungeon,2018-12-08 12:41:31,1089
ESL_CSGO,en,32399,Counter-Strike: Global Offensive,2018-12-06 17:21:49,1086
docm77LIVE,en,27471,Minecraft,2018-12-08 13:48:49,1084
Tinkerleo,de,509146,Battlerite Royale,2018-12-08 11:43:14,1083
rainbowsix_uk,en,460630,Tom Clancy's Rainbow Six: Siege,2018-12-08 11:33:16,1080
실프_,ko,509146,Battlerite Royale,2018-12-08 11:54:56,1076
자동,ko,460630,Tom Clancy's Rainbow Six: Siege,2018-12-08 12:43:05,1073
Jendenise,en,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-08 09:03:15,1089
김나성,ko,488632,Enter the Gungeon,2018-12-08 12:41:31,1084
진주몬,ko,509658,Just Chatting,2018-12-08 14:03:43,1080
Arumba07,en,67584,Europa Universalis IV,2018-12-08 14:24:13,1074
beyondthesummit_pt,pt,29595,Dota 2,2018-12-08 14:19:36,1069
ilMasseo,it,506103,FIFA 19,2018-12-08 12:17:38,1065
Tinkerleo,de,509146,Battlerite Royale,2018-12-08 11:43:14,1062
Manyrin,ru,509658,Just Chatting,2018-12-08 15:02:31,1058
서넹,ko,369252,The Sims 4,2018-12-08 12:02:06,1053
ぺにょ,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 13:04:25,1052
docm77LIVE,en,27471,Minecraft,2018-12-08 13:48:49,1050
LinusTheAfro,tr,21779,League of Legends,2018-12-08 10:06:19,1048
Lanvirion,ru,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 13:40:49,1039
ESL_CSGO_FR,fr,32399,Counter-Strike: Global Offensive,2018-12-08 14:21:11,1035
robi,fr,33214,Fortnite,2018-12-08 14:06:45,1035
Leejuju,zh,509658,Just Chatting,2018-12-08 11:53:47,1035
자동,ko,460630,Tom Clancy's Rainbow Six: Siege,2018-12-08 12:43:05,1032
오린이야,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 12:49:31,1028
KarmikKoala,ru,509658,Just Chatting,2018-12-08 13:26:28,1026
Faux,en,459931,Old School RuneScape,2018-12-08 13:59:10,1024
Paoloidolo,it,21779,League of Legends,2018-12-08 14:21:05,1016
10000DAYS,tr,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 10:39:43,1007
Sardoche,fr,504461,Super Smash Bros. Ultimate,2018-12-08 14:58:48,996
LaeppaStream,fi,460630,Tom Clancy's Rainbow Six: Siege,2018-12-08 14:30:44,993
Sceptic,en,33214,Fortnite,2018-12-08 11:59:23,992
SCGTour,en,2748,Magic: The Gathering,2018-12-08 14:45:04,991
rxnexus,ru,16937,Artifact,2018-12-08 11:44:18,991
고차비,ko,66082,Games + Demos,2018-12-08 11:03:43,990
generalqw,ru,29595,Dota 2,2018-12-08 13:42:37,986
SpeedGaming3,en,14766,Super Mario Galaxy,2018-12-07 17:30:35,967
Shadybunny,en,138585,Hearthstone,2018-12-08 07:08:34,958
C4mlann,de,138585,Hearthstone,2018-12-08 12:59:37,953
Sceptic,en,33214,Fortnite,2018-12-08 11:59:23,953
StreamerHouse,en,506246,Fallout 76,2018-12-08 05:27:43,952
MenosTrece,es,271304,7 Days to Die,2018-12-08 14:32:59,949
Lacari,en,490100,Lost Ark Online,2018-12-08 00:00:47,949
untara,ko,21779,League of Legends,2018-12-08 14:36:17,947
EEGDOTA,ru,29595,Dota 2,2018-12-08 09:36:16,936
Flambass,en,32502,World of Warships,2018-12-08 14:02:06,933
Flambass,en,32502,World of Warships,2018-12-08 14:02:06,933
Squirrel,en,499028,Stormworks: Build and Rescue,2018-12-08 13:01:42,920
Jac0b0,es,138585,Hearthstone,2018-12-08 12:44:11,918
QRUSHcsgo,ru,32399,Counter-Strike: Global Offensive,2018-12-08 09:08:23,918
aDrive,en,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-08 13:51:58,917
CeMka7721,ru,509658,Just Chatting,2018-12-08 13:55:23,916
generalqw,ru,29595,Dota 2,2018-12-08 13:42:37,911
MiTHJinNy,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 14:54:57,910
superliga,pt,21779,League of Legends,2018-12-08 14:44:43,904
gamelifeow,ru,488552,Overwatch,2018-12-08 10:19:22,898
y0ttabyte,en,491403,Eternal,2018-12-08 10:33:30,897
TRILLEBARTOM,en,18122,World of Warcraft,2018-12-08 11:35:33,896
jvtv,fr,504461,Super Smash Bros. Ultimate,2018-12-08 14:17:36,865
WaifuGate,en,2748,Magic: The Gathering,2018-12-08 06:49:20,864
jamclub,ru,509658,Just Chatting,2018-12-08 14:00:38,848
빅헤드,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 10:35:21,847
好色龍,zh,29307,Path of Exile,2018-12-08 11:39:48,845
RocketBeansTV,de,417752,Talk Shows & Podcasts,2018-12-08 05:45:28,843
학살_,ko,488552,Overwatch,2018-12-08 14:19:33,827
Scrub,en,30921,Rocket League,2018-12-08 14:29:06,824
Scrub,en,30921,Rocket League,2018-12-08 14:29:06,824
delordione,pl,21779,League of Legends,2018-12-08 10:02:48,824
Gluhammer,pl,2798,Heroes of Might and Magic III: The Shadow of Death,2018-12-08 10:49:29,823
slotuplayerq,en,509576,Casino,2018-12-08 03:54:06,820
Nervarien,pl,21779,League of Legends,2018-12-08 12:11:58,815
queue_tan,ja,27471,Minecraft,2018-12-08 14:47:42,809
WorldofTanks,en,27546,World of Tanks,2018-12-08 14:43:46,809
스틸로,ko,138585,Hearthstone,2018-12-08 13:38:43,809
Akytio,fr,33214,Fortnite,2018-12-08 09:56:36,801
UpshallGames,en,33214,Fortnite,2018-12-08 13:24:49,774
搜憨,zh,138585,Hearthstone,2018-12-08 12:16:02,773
Gius,fr,460630,Tom Clancy's Rainbow Six: Siege,2018-12-08 11:27:41,770
RduLIVE,en,138585,Hearthstone,2018-12-08 14:45:14,769
bcn_fighters,es,497385,Dragon Ball FighterZ,2018-12-08 10:39:58,765
Nervarien,pl,21779,League of Legends,2018-12-08 12:11:58,762
Sequisha,en,2748,Magic: The Gathering,2018-12-08 12:47:24,756
PsheroTV,en,18122,World of Warcraft,2018-12-08 09:06:24,754
NokSs68,fr,33214,Fortnite,2018-12-08 14:01:42,753
Revanch,tr,509658,Just Chatting,2018-12-08 11:50:26,753
Bieldomaul,pt,21779,League of Legends,2018-12-08 09:40:53,743
SackziTV,fr,33214,Fortnite,2018-12-08 13:03:33,742
Nervarien,pl,21779,League of Legends,2018-12-08 12:11:58,741
esl_csgo_pl,pl,32399,Counter-Strike: Global Offensive,2018-12-08 14:26:54,734
ArtGamesLP,ru,4520,Ashen,2018-12-08 13:52:09,730
YoMax,fr,506103,FIFA 19,2018-12-08 13:20:23,717
신재은_,ko,509658,Just Chatting,2018-12-08 11:28:32,713
Lifecoach1981,en,16937,Artifact,2018-12-08 14:45:28,707
OlesyaBulletka,ru,509658,Just Chatting,2018-12-08 14:35:35,704
NeoticaCH,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 11:46:18,703
魯比,zh,509658,Just Chatting,2018-12-08 09:34:14,697
Etup,en,29307,Path of Exile,2018-12-07 17:00:06,689
김뚜띠_,ko,509146,Battlerite Royale,2018-12-08 11:50:58,681
LowkoTV,en,490422,StarCraft II,2018-12-08 13:04:14,674
低欸死,zh,29307,Path of Exile,2018-12-08 12:03:52,673
CaliSCG,en,506103,FIFA 19,2018-12-07 20:00:02,670
RTP Arena CS:GO,pt,32399,Counter-Strike: Global Offensive,2018-12-08 09:37:42,667
thetabetaplays,tr,33214,Fortnite,2018-12-08 14:32:08,666
Freezecz,cs,21779,League of Legends,2018-12-08 10:50:03,662
RTP Arena CS:GO,pt,32399,Counter-Strike: Global Offensive,2018-12-08 09:37:42,656
CaMaK,fr,494295,Domina,2018-12-08 13:33:02,653
SoyPan,es,33214,Fortnite,2018-12-08 03:27:00,645
yousayIX,th,488634,Don't Starve Together,2018-12-08 14:51:20,641
Imakuni,en,504461,Super Smash Bros. Ultimate,2018-12-08 13:07:05,641
BASETRADETV,en,505480,Dungeon Hunter Champions,2018-12-08 11:40:08,638
Spamfish,en,504461,Super Smash Bros. Ultimate,2018-12-08 12:53:25,631
OfficialYuGiOhChannel,en,497248,Yu-Gi-Oh! TRADING CARD GAME,2018-12-08 10:02:20,627
MattMalone,en,19554,iRacing.com,2018-12-08 13:37:30,620
艾維與卡苗,zh-hk,504260,Mutant Year Zero: Road to Eden,2018-12-08 12:59:12,617
Naowh,en,18122,World of Warcraft,2018-12-08 13:35:25,615
Olesha,ru,509658,Just Chatting,2018-12-08 14:17:39,608
Sir_Thomas_,fr,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 08:55:03,604
Xari,fr,506342,Hitman 2,2018-12-08 14:50:34,603
김기열,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 11:01:19,598
originhs,fr,138585,Hearthstone,2018-12-08 13:08:22,590
ハレっち,ja,21779,League of Legends,2018-12-08 12:34:05,589
MailandWOT,de,27546,World of Tanks,2018-12-08 14:43:48,588
ハレっち,ja,21779,League of Legends,2018-12-08 12:34:05,585
eff2ct,en,21465,osu!,2018-12-08 14:28:36,580
CyACTV,ja,493263,Dead or Alive Xtreme: Venus Vacation,2018-12-08 00:23:03,580
femman3,en,509576,Casino,2018-12-07 20:56:07,578
lessqqll,de,21779,League of Legends,2018-12-08 08:14:50,577
kevin02340,fr,506103,FIFA 19,2018-12-08 11:28:11,576
Knut,en,509658,Just Chatting,2018-12-08 13:52:58,572
FeregTV,hu,138585,Hearthstone,2018-12-08 13:45:05,572
hc_diZee,de,499916,Steel Rats,2018-12-08 11:02:28,572
TheMexicanRunner,en,459064,Cuphead,2018-12-08 13:32:52,568
FeregTV,hu,138585,Hearthstone,2018-12-08 13:45:05,570
hc_diZee,de,499916,Steel Rats,2018-12-08 11:02:28,570
たくまんプロ,ja,21779,League of Legends,2018-12-08 13:38:33,569
koil,en,71375,Star Citizen,2018-12-08 11:56:20,569
kevin02340,fr,506103,FIFA 19,2018-12-08 11:28:11,568
Knut,en,509658,Just Chatting,2018-12-08 13:52:58,567
PPOMODOLI,ko,509658,Just Chatting,2018-12-08 12:03:14,565
EnragedCinema,en,497057,Destiny 2,2018-12-08 07:25:20,562
Char,en,497057,Destiny 2,2018-12-08 14:47:29,561
Emma,en,459931,Old School RuneScape,2018-12-08 14:24:46,558
Pathra,en,138585,Hearthstone,2018-12-08 12:13:51,557
헌영,ko,32207,The Binding of Isaac,2018-12-08 14:25:49,553
nani,en,509660,Art,2018-12-08 12:35:13,550
TwisTonFire,de,491487,Dead by Daylight,2018-12-08 13:19:49,545
dahmien7,fr,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 14:16:03,544
BigSpinCR,de,491168,Clash Royale,2018-12-08 14:44:36,542
NoctisAK47,th,29595,Dota 2,2018-12-08 13:54:02,541
CapgunTom,en,506103,FIFA 19,2018-12-08 12:07:18,538
iiPOG,sv,32982,Grand Theft Auto V,2018-12-08 12:42:32,535
형독방송,ko,509146,Battlerite Royale,2018-12-08 11:34:12,535
maximocuevas,es,506103,FIFA 19,2018-12-08 09:33:43,531
SkiddlerRS,en,459931,Old School RuneScape,2018-12-08 08:23:46,531
DeToNator_ch,ja,26569,Alliance of Valiant Arms,2018-12-08 13:56:29,527
superjj102,en,16937,Artifact,2018-12-08 13:35:01,526
녹두로,ko,504461,Super Smash Bros. Ultimate,2018-12-08 09:51:27,526
李迅,zh,417752,Talk Shows & Podcasts,2018-12-08 09:35:59,524
Artemis,en,504462,Call of Duty: Black Ops 4,2018-12-08 08:01:42,524
hs3104,ja,138585,Hearthstone,2018-12-08 14:29:46,524
Fragnance,en,18122,World of Warcraft,2018-12-08 11:52:31,524
Jamside,ru,33214,Fortnite,2018-12-08 14:33:52,523
superjj102,en,16937,Artifact,2018-12-08 13:35:01,522
mipo_mapo_meepo,ru,29595,Dota 2,2018-12-08 11:58:52,520
인생을_사는_김민수_콕스,ko,488552,Overwatch,2018-12-08 11:29:20,517
bobbypoffgaming,en,504462,Call of Duty: Black Ops 4,2018-12-08 14:11:30,513
JohnPitterTV,pt,33214,Fortnite,2018-12-08 12:17:50,511
eBundesliga_at,de,506103,FIFA 19,2018-12-08 12:13:27,511
ichibadass,en,33214,Fortnite,2018-12-08 00:01:34,511
ichibadass,en,33214,Fortnite,2018-12-08 00:01:34,511
maximocuevas,es,506103,FIFA 19,2018-12-08 09:33:43,510
JeensLive,ru,509658,Just Chatting,2018-12-08 14:57:36,509
brkk,pt,32982,Grand Theft Auto V,2018-12-08 14:15:58,509
Dopper,th,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 12:33:10,508
Citydriver_,de,33214,Fortnite,2018-12-08 10:00:31,507
녹두로,ko,504461,Super Smash Bros. Ultimate,2018-12-08 09:51:27,507
루시아,ko,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 10:02:25,505
l2era11,en,8901,Lineage II,2018-12-08 08:22:28,501
TheGermanAllstars,de,29307,Path of Exile,2018-12-08 08:52:49,498
FroggedTV,fr,29595,Dota 2,2018-12-08 01:11:58,498
danludan_gambler,ru,509576,Casino,2018-12-08 14:58:05,494
fifamc_ru,ru,506103,FIFA 19,2018-12-08 13:04:59,492
gktcloud,zh,13389,Age of Empires II,2018-12-08 10:12:07,491
iNNiLive,ru,509658,Just Chatting,2018-12-08 13:20:32,490
Yoshi93,it,506103,FIFA 19,2018-12-08 12:50:36,489
BoarControlHS,en,138585,Hearthstone,2018-12-08 14:06:27,487
Rickymainia,de,509658,Just Chatting,2018-12-08 12:04:50,487
ShoXx__,de,491931,Escape From Tarkov,2018-12-08 10:04:31,486
MkRR3,pl,138585,Hearthstone,2018-12-08 14:26:20,482
ShoXx__,de,491931,Escape From Tarkov,2018-12-08 10:04:31,485
MkRR3,pl,138585,Hearthstone,2018-12-08 14:26:20,484
gktcloud,zh,13389,Age of Empires II,2018-12-08 10:12:07,484
fifamc_ru,ru,506103,FIFA 19,2018-12-08 13:04:59,483
feefa_,pt,21779,League of Legends,2018-12-08 13:27:36,479
NarutO,de,490422,StarCraft II,2018-12-08 11:53:09,479
CoreJJ,en,21779,League of Legends,2018-12-08 04:05:01,479
KodomoYuki,it,509658,Just Chatting,2018-12-08 10:35:34,478
dmbrandon,en,504461,Super Smash Bros. Ultimate,2018-12-08 14:55:59,474
Stodeh,en,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 13:48:00,474
Stodeh,en,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-08 13:48:00,474
l2era11,en,8901,Lineage II,2018-12-08 08:22:28,472
BoarControlHS,en,138585,Hearthstone,2018-12-08 14:06:27,466
