user_name,language,game_id,game_name,start_time(UTC Time),view_count
bmkibler,en,138585,Hearthstone,2018-12-12 01:09:14,3063
Pikabooirl,en,18122,World of Warcraft,2018-12-11 22:44:56,2998
RakanooLive,ar,33214,Fortnite,2018-12-12 01:29:29,2974
fl0m,en,32399,Counter-Strike: Global Offensive,2018-12-12 01:00:57,2919
CouRageJD,en,33214,Fortnite,2018-12-12 02:05:45,2884
VGBootCamp,en,504461,Super Smash Bros. Ultimate,2018-12-11 23:24:00,2837
goncho,es,509658,Just Chatting,2018-12-11 21:00:47,2760
Buehlero,en,488190,Poker,2018-12-11 14:55:59,2641
xNymble,en,21779,League of Legends,2018-12-11 22:31:30,2591
TrumpSC,en,138585,Hearthstone,2018-12-11 22:20:56,2465
Alfie,en,459931,Old School RuneScape,2018-12-11 21:25:23,2394
cdewx,en,18122,World of Warcraft,2018-12-11 22:56:44,2369
Solary,fr,21779,League of Legends,2018-12-11 23:48:49,2352
Sardoche,fr,504461,Super Smash Bros. Ultimate,2018-12-11 20:06:53,2326
Solary,fr,21779,League of Legends,2018-12-11 23:48:49,2335
itsHafu,en,138585,Hearthstone,2018-12-11 19:33:55,2322
hexy,en,491487,Dead by Daylight,2018-12-11 21:00:29,2307
Lethalfrag,en,491080,The Binding of Isaac: Afterbirth,2018-12-11 23:29:48,2288
ANGRYPUG,en,491487,Dead by Daylight,2018-12-11 16:47:10,2270
Vargskelethor,en,6715,Doom,2018-12-12 01:17:10,2213
thedarkness,pt,460630,Tom Clancy's Rainbow Six: Siege,2018-12-12 02:35:17,2174
Cryaotic,en,493959,Red Dead Redemption 2,2018-12-11 23:50:47,2163
itmeJP,en,509577,Dungeons & Dragons,2018-12-11 22:51:45,2118
pokelawls,en,509658,Just Chatting,2018-12-11 22:23:51,2064
ShadbaseMurderTV,en,490713,Undertale,2018-12-12 01:56:53,2051
JoshOG,en,504462,Call of Duty: Black Ops 4,2018-12-12 00:01:07,2045
BURGAOfps,pt,506103,FIFA 19,2018-12-11 22:08:12,1997
大丸,zh,21779,League of Legends,2018-12-12 00:48:39,1946
fernanfloo,es,33214,Fortnite,2018-12-11 23:05:35,1926
ludojope_streamlu,ru,509576,Casino,2018-12-12 01:24:33,1888
Jenna,en,509658,Just Chatting,2018-12-12 02:14:32,1874
GGwpLanaya,ru,29595,Dota 2,2018-12-11 23:59:59,1846
richwcampbell,en,29307,Path of Exile,2018-12-12 00:06:03,1841
Mitchflowerpower,en,9455,Super Mario Bros. 3,2018-12-12 01:03:41,1777
JERICHO,en,504461,Super Smash Bros. Ultimate,2018-12-11 21:54:21,1763
Gabi,pt,509658,Just Chatting,2018-12-12 00:57:15,1727
The_Happy_Hob,en,490292,Dark Souls III,2018-12-11 20:53:33,1709
Amouranth,en,509658,Just Chatting,2018-12-11 23:23:47,1691
FallOficial,pt,33214,Fortnite,2018-12-12 00:19:25,1679
XodaLive,es,491487,Dead by Daylight,2018-12-12 01:02:15,1676
mandiocaa1,pt,21779,League of Legends,2018-12-12 01:33:22,1649
Jaidefinichon,es,33214,Fortnite,2018-12-11 23:03:35,1633
Starladder_CS_en,en,32399,Counter-Strike: Global Offensive,2018-12-11 22:57:36,1628
GoldGlove,en,504462,Call of Duty: Black Ops 4,2018-12-11 23:42:05,1622
Starladder_CS_en,en,32399,Counter-Strike: Global Offensive,2018-12-11 22:57:36,1611
Jaidefinichon,es,33214,Fortnite,2018-12-11 23:03:35,1606
Macho,en,66170,Warframe,2018-12-11 16:21:52,1597
SparcMac,en,459931,Old School RuneScape,2018-12-11 23:39:57,1595
CalebDMTG,en,2748,Magic: The Gathering,2018-12-12 01:09:12,1582
AsmodaiTV,en,138585,Hearthstone,2018-12-12 00:52:26,1574
garter,en,29595,Dota 2,2018-12-11 21:17:51,1558
kyo1984123,zh,29307,Path of Exile,2018-12-11 23:40:51,1556
Vivid,en,33214,Fortnite,2018-12-11 22:42:53,1518
FortniteES,es,33214,Fortnite,2018-12-12 01:41:29,1514
mandiocaa1,pt,21779,League of Legends,2018-12-12 01:33:22,1503
Alinity,en,488552,Overwatch,2018-12-12 00:43:24,1467
CobaltStreak,en,491080,The Binding of Isaac: Afterbirth,2018-12-11 22:31:47,1442
realBamBam,en,32959,Heroes of the Storm,2018-12-11 23:44:50,1425
TehJamJar,en,32982,Grand Theft Auto V,2018-12-11 23:37:43,1397
EasyAllies,en,504461,Super Smash Bros. Ultimate,2018-12-12 01:44:43,1391
Draskyl,en,29595,Dota 2,2018-12-11 22:37:42,1390
Levo,tr,509658,Just Chatting,2018-12-11 23:00:06,1384
dasMEHDI,en,71375,Star Citizen,2018-12-11 21:05:49,1377
dasMEHDI,en,71375,Star Citizen,2018-12-11 21:05:49,1377
mrslotihuntezrq,ru,509576,Casino,2018-12-11 21:26:04,1373
VorticoseLine75,en,66170,Warframe,2018-12-11 19:03:03,1357
parangg,en,21779,League of Legends,2018-12-12 01:52:01,1323
TSM_TheOddOne,en,504461,Super Smash Bros. Ultimate,2018-12-12 00:09:22,1307
OuterHeaven,en,14805,Metal Gear Solid,2018-12-11 21:19:15,1296
SheriffEli,en,71375,Star Citizen,2018-12-11 20:04:28,1293
jdotb,en,18122,World of Warcraft,2018-12-11 22:05:40,1291
ImperiumNews,en,13263,EVE Online,2018-12-12 01:31:11,1284
Kohtito,de,33214,Fortnite,2018-12-11 23:25:17,1249
Homi_TV,en,18122,World of Warcraft,2018-12-12 00:50:02,1233
Kohtito,de,33214,Fortnite,2018-12-11 23:25:17,1232
Rubini,pt,19619,Tibia,2018-12-11 17:53:15,1227
Levo,tr,509658,Just Chatting,2018-12-11 23:00:06,1213
juansguarnizo,es,509658,Just Chatting,2018-12-11 23:52:35,1210
서긔,ko,138585,Hearthstone,2018-12-11 23:06:49,1209
GubbaTV,en,506237,"Pokemon: Let's Go, Pikachu!/Eevee!",2018-12-11 23:29:55,1195
Anton,en,491931,Escape From Tarkov,2018-12-11 20:21:16,1193
Nick28T,en,33214,Fortnite,2018-12-12 01:09:44,1187
AndyMilonakis,en,509658,Just Chatting,2018-12-12 01:15:01,1181
hJune,en,263490,Rust,2018-12-11 19:27:08,1176
seucreysonreborn,pt,29595,Dota 2,2018-12-11 22:38:52,1165
DatModz,en,29307,Path of Exile,2018-12-12 01:03:48,1156
moistcr1tikal,en,493080,Earth Defense Forces 5,2018-12-12 01:32:38,1144
Starladder5,ru,32399,Counter-Strike: Global Offensive,2018-12-11 13:38:41,1143
velvet_7,en,509658,Just Chatting,2018-12-12 01:04:38,1123
runitup247,en,488190,Poker,2018-12-10 09:54:39,1113
themattayahu,pt,21779,League of Legends,2018-12-11 23:42:00,1107
Zfg1,en,504461,Super Smash Bros. Ultimate,2018-12-11 20:54:52,1095
InexpensiveGamer,en,66170,Warframe,2018-12-11 22:21:46,1087
HasanAbi,en,509658,Just Chatting,2018-12-12 01:00:21,1057
Weak3n,en,32507,Smite,2018-12-12 00:26:38,1056
홍차,ko,138585,Hearthstone,2018-12-11 23:13:00,1047
PENTA,en,32982,Grand Theft Auto V,2018-12-11 23:36:40,1032
Zydar,fr,504462,Call of Duty: Black Ops 4,2018-12-11 21:41:51,1023
Ashi,en,66170,Warframe,2018-12-11 19:36:25,1021
hearthstoneNESS,pt,499507,Welcome to the Game II,2018-12-11 22:40:19,1019
Swifty,en,18122,World of Warcraft,2018-12-11 22:59:18,1011
스틸로,ko,138585,Hearthstone,2018-12-12 02:07:45,1010
Calebhart42,en,14543,Pokémon Crystal,2018-12-12 00:54:56,1004
Hungrybox,en,504461,Super Smash Bros. Ultimate,2018-12-11 23:49:33,974
Nepenthez,en,33214,Fortnite,2018-12-11 22:23:44,970
BrownMan,en,28417,Retro City Rampage,2018-12-11 21:58:00,970
Luzu,es,33214,Fortnite,2018-12-12 01:20:01,946
Ms5000Watts,en,497057,Destiny 2,2018-12-11 21:23:38,933
DuendePablo,es,488552,Overwatch,2018-12-12 02:06:15,925
SlotsGambling,en,509576,Casino,2018-12-11 17:37:18,916
vsmzin,pt,32399,Counter-Strike: Global Offensive,2018-12-12 02:13:58,908
Distortion2,en,4520,Ashen,2018-12-12 00:48:01,907
Katth,es,509658,Just Chatting,2018-12-11 21:31:17,892
Mr_Mammal,en,459931,Old School RuneScape,2018-12-11 21:41:21,887
DuelLinksMeta,en,494508,Yu-Gi-Oh! Duel Links,2018-12-11 21:31:45,877
Grimmmz,en,504199,Battlefield V,2018-12-12 01:12:25,876
DolphinChemist,en,496902,Slay the Spire,2018-12-12 01:50:35,873
RealKraftyy,en,33214,Fortnite,2018-12-11 21:14:57,863
n0thing,en,32399,Counter-Strike: Global Offensive,2018-12-11 21:08:16,857
ImMarksman,en,33214,Fortnite,2018-12-11 23:17:02,851
vsnz,en,504462,Call of Duty: Black Ops 4,2018-12-11 18:02:37,851
tripleWRECK,en,497057,Destiny 2,2018-12-11 19:42:11,844
FortniteLlamaHunter,en,33214,Fortnite,2018-12-11 10:38:38,833
GoodGuyGarry,en,21779,League of Legends,2018-12-11 22:18:56,828
woops,en,504462,Call of Duty: Black Ops 4,2018-12-11 18:21:45,825
UltraChenTV,en,417752,Talk Shows & Podcasts,2018-12-12 01:34:13,822
PsiSyn,en,31750,Arma 3,2018-12-11 21:30:22,822
Spikevegeta,en,2692,Super Mario 64,2018-12-11 18:58:48,817
gratis150ml,pt,21779,League of Legends,2018-12-12 02:29:14,816
KittyPlays,en,33214,Fortnite,2018-12-11 20:01:13,812
t0ckad61,ru,509576,Casino,2018-12-11 19:11:55,812
allkeyshop_tv,en,509658,Just Chatting,2018-12-12 02:13:54,804
hahahe0304,zh,138585,Hearthstone,2018-12-11 22:22:46,798
ProblemWright,en,506104,Madden NFL 19,2018-12-12 01:16:06,799
armatvhs,fr,138585,Hearthstone,2018-12-12 02:06:58,798
tyly_casino,ru,509576,Casino,2018-12-11 15:36:03,795
FortniteLlamaHunter,en,33214,Fortnite,2018-12-11 10:38:38,795
PartinGtheBigBoy,ko,490422,StarCraft II,2018-12-11 10:14:32,792
hahahe0304,zh,138585,Hearthstone,2018-12-11 22:22:46,788
Hitchariide,en,504462,Call of Duty: Black Ops 4,2018-12-11 20:35:59,780
shenryyr,en,491572,Stellaris,2018-12-11 16:06:30,780
Loony,en,504462,Call of Duty: Black Ops 4,2018-12-11 23:11:12,768
StreamerHouse,en,506246,Fallout 76,2018-12-11 05:48:00,767
Bnans,en,460630,Tom Clancy's Rainbow Six: Siege,2018-12-11 20:15:17,762
CaMaK,fr,71375,Star Citizen,2018-12-11 21:30:51,761
EsfandTV,en,509658,Just Chatting,2018-12-11 23:37:36,752
Puppers,en,491487,Dead by Daylight,2018-12-11 21:07:47,749
BeyondTheSummit,en,29595,Dota 2,2018-12-11 06:59:01,747
GoodGuyGarry,en,21779,League of Legends,2018-12-11 22:18:56,737
raiakihito,pt,21779,League of Legends,2018-12-12 02:13:26,732
trihex,en,504461,Super Smash Bros. Ultimate,2018-12-12 01:35:40,724
Dekar173,en,21779,League of Legends,2018-12-12 00:20:22,719
TeftyTeft,en,497057,Destiny 2,2018-12-11 23:52:26,715
fLoE,en,488615,Street Fighter V,2018-12-12 01:55:09,714
Pieface23,en,506103,FIFA 19,2018-12-11 22:16:06,709
혜요,ko,21779,League of Legends,2018-12-12 01:04:37,705
AwesomeHardware,en,417752,Talk Shows & Podcasts,2018-12-12 01:45:07,702
slotaplayerf,en,509576,Casino,2018-12-11 21:06:50,695
noelmiller,en,33214,Fortnite,2018-12-12 01:21:21,693
LuCKyy_and_BW,en,497057,Destiny 2,2018-12-11 16:49:36,685
Swiftor,en,504461,Super Smash Bros. Ultimate,2018-12-11 19:52:44,682
KISSRADIO_FM997,zh,26936,Music & Performing Arts,2018-12-10 12:38:21,682
CallMeCarsonLIVE,en,27471,Minecraft,2018-12-12 00:32:00,671
Skadoodle,en,490292,Dark Souls III,2018-12-11 21:57:41,670
LuCKyy_and_BW,en,497057,Destiny 2,2018-12-11 16:49:36,669
PAGO3,pl,32982,Grand Theft Auto V,2018-12-11 22:46:41,659
Delt4Forc3,es,32982,Grand Theft Auto V,2018-12-12 01:42:14,651
Starladder10,ru,32399,Counter-Strike: Global Offensive,2018-12-12 00:43:52,645
ViBElol,en,490422,StarCraft II,2018-12-11 23:06:52,645
MuTeX,en,504462,Call of Duty: Black Ops 4,2018-12-11 17:28:38,642
Maldiva ,en,18122,World of Warcraft,2018-12-11 23:54:00,641
Warangelus,es,21779,League of Legends,2018-12-12 01:52:55,632
shakibdh,en,18122,World of Warcraft,2018-12-11 22:04:37,624
brianlimond,en,75467,Euro Truck Simulator 2,2018-12-12 01:29:42,615
PokketNinja,en,66170,Warframe,2018-12-12 01:54:37,614
Kamikatze,de,504689,Farming Simulator 19,2018-12-11 20:31:32,603
fluyr,pt,32399,Counter-Strike: Global Offensive,2018-12-11 20:54:19,598
Elspeth,en,459262,Call of Cthulhu - The Video Game,2018-12-11 23:09:46,597
kingtekadoto,es,29595,Dota 2,2018-12-12 00:47:13,596
Froste,en,33214,Fortnite,2018-12-11 21:51:14,595
칸데르니아,ko,490719,Parkitect,2018-12-11 23:41:06,590
DimS,fr,504462,Call of Duty: Black Ops 4,2018-12-11 18:02:54,583
재슥짱,ko,21779,League of Legends,2018-12-11 23:40:23,581
Ludojope_Steam,ru,509576,Casino,2018-12-11 06:57:24,580
Alyek,en,66170,Warframe,2018-12-11 21:22:25,578
Robfortes,pt,506103,FIFA 19,2018-12-12 01:52:20,576
adreN_tv,en,32399,Counter-Strike: Global Offensive,2018-12-12 00:59:35,574
jessecox,en,18122,World of Warcraft,2018-12-11 23:35:07,573
danludan_gambler,ru,509576,Casino,2018-12-12 00:34:08,568
Bacon_Donut,en,27471,Minecraft,2018-12-12 00:48:50,563
FingerTV,pt,32982,Grand Theft Auto V,2018-12-11 22:45:01,553
TheBubbaArmy,en,417752,Talk Shows & Podcasts,2018-12-12 02:33:27,552
xcaliz0rz,en,504199,Battlefield V,2018-12-11 23:22:54,546
Dcarter,en,18122,World of Warcraft,2018-12-11 23:18:41,555
Marshall,tr,21779,League of Legends,2018-12-11 22:22:46,537
StaysafeTV,en,509658,Just Chatting,2018-12-11 19:28:28,535
xcaliz0rz,en,504199,Battlefield V,2018-12-11 23:22:54,534
Lawlman,en,493080,Earth Defense Forces 5,2018-12-12 01:00:13,531
PipePunk,es,509658,Just Chatting,2018-12-12 00:33:45,530
CoconutB,en,263490,Rust,2018-12-12 00:07:31,529
ryukahr,en,504461,Super Smash Bros. Ultimate,2018-12-12 01:17:46,528
hazed,en,32399,Counter-Strike: Global Offensive,2018-12-12 00:57:34,525
SpeedGaming5,en,7595,Super Metroid,2018-12-12 01:20:09,523
Mejash,en,32502,World of Warships,2018-12-11 23:41:02,519
KingNappy,en,493959,Red Dead Redemption 2,2018-12-12 01:29:50,516
linezeus16,en,8901,Lineage II,2018-12-11 19:29:36,513
snutzy,en,18122,World of Warcraft,2018-12-11 22:23:19,511
Webhallen,sv,417752,Talk Shows & Podcasts,2018-12-11 09:08:45,508
TalkingInStations,en,13263,EVE Online,2018-12-12 00:31:46,504
Shortyyguy,en,460630,Tom Clancy's Rainbow Six: Siege,2018-12-12 00:11:31,504
Lil_Lexi,en,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-11 23:45:13,496
RushIntenso,pt,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-11 21:34:30,491
Vinc3ntvega,en,509658,Just Chatting,2018-12-11 22:59:49,489
MTGNerdGirl,en,2748,Magic: The Gathering,2018-12-11 23:28:23,486
Rhymestyle,en,504461,Super Smash Bros. Ultimate,2018-12-12 00:06:06,485
RiffTrax,en,499973,Always On,2018-12-11 08:00:48,482
Syun_N,en,490608,Super Mario Maker,2018-12-11 21:28:18,481
LazaPLAYS,es,504461,Super Smash Bros. Ultimate,2018-12-11 21:31:44,480
SmartGuy,en,504462,Call of Duty: Black Ops 4,2018-12-11 16:38:25,480
LagonisGames,pt,460630,Tom Clancy's Rainbow Six: Siege,2018-12-12 01:56:21,477
Maynah,pt,21779,League of Legends,2018-12-11 21:12:11,474
Kenith,en,33214,Fortnite,2018-12-11 23:08:55,473
Akariss,en,492354,Fire Emblem Mobile,2018-12-11 17:31:45,475
MTGNerdGirl,en,2748,Magic: The Gathering,2018-12-11 23:28:23,474
Kenith,en,33214,Fortnite,2018-12-11 23:08:55,473
starladder_cs_en2,en,32399,Counter-Strike: Global Offensive,2018-12-12 02:18:26,469
limit_maximum,en,18122,World of Warcraft,2018-12-11 21:38:13,469
Syun_N,en,490608,Super Mario Maker,2018-12-11 21:28:18,468
Barnacules,en,509658,Just Chatting,2018-12-12 01:02:58,464
BackgroundGuy02,en,19023,Final Fantasy IV,2018-12-11 21:54:35,464
TalkingInStations,en,13263,EVE Online,2018-12-12 00:31:46,461
ClaicYuzolt,en,492805,Final Fantasy: Brave Exvius,2018-12-12 00:33:55,460
Vinc3ntvega,en,509658,Just Chatting,2018-12-11 22:59:49,460
venruki,en,18122,World of Warcraft,2018-12-11 22:22:51,458
FURIAtv,pt,32399,Counter-Strike: Global Offensive,2018-12-12 01:58:21,456
Roy,en,417969,Halo: The Master Chief Collection,2018-12-12 00:28:55,454
drawwithjazza,en,509660,Art,2018-12-11 22:34:34,454
Seals311,pt,509802,Football Manager 2019,2018-12-11 18:21:42,454
Maynah,pt,21779,League of Legends,2018-12-11 21:12:11,453
SilentSentry,en,460630,Tom Clancy's Rainbow Six: Siege,2018-12-11 20:04:00,453
kaceytron,en,21779,League of Legends,2018-12-12 02:30:29,452
Lassiz,en,488552,Overwatch,2018-12-12 00:05:39,450
NoobNationTV,ru,29307,Path of Exile,2018-12-11 21:58:39,446
mob5tertv,ru,65953,Watch Dogs,2018-12-11 17:03:50,445
BeasttrollMC,en,21465,osu!,2018-12-11 19:51:29,442
ForestWithin,en,21779,League of Legends,2018-12-11 23:25:48,441
SavinTheBees,en,504461,Super Smash Bros. Ultimate,2018-12-12 00:56:56,440
Welyn,en,263490,Rust,2018-12-12 01:36:11,436
Timmac,en,71375,Star Citizen,2018-12-12 01:22:26,436
katrinefox,ru,509658,Just Chatting,2018-12-12 00:58:52,434
aliensrock,en,508292,Bloons TD 6,2018-12-12 01:52:03,433
SavinTheBees,en,504461,Super Smash Bros. Ultimate,2018-12-12 00:56:56,433
Dizeliun,en,33214,Fortnite,2018-12-12 00:03:37,433
cavalry,en,488552,Overwatch,2018-12-11 16:11:16,433
스피드소닉,ko,504461,Super Smash Bros. Ultimate,2018-12-11 15:35:34,433
DutchsinseOfficial,en,509670,Science & Technology,2018-12-10 06:20:21,432
mchfps,pt,32399,Counter-Strike: Global Offensive,2018-12-12 00:00:41,431
ggGibi,en,10081,Kingdom Hearts,2018-12-12 01:17:39,430
Welyn,en,263490,Rust,2018-12-12 01:36:11,425
nakkiel_pnw,en,497385,Dragon Ball FighterZ,2018-12-11 22:23:23,421
denissniderTV,pt,509658,Just Chatting,2018-12-12 01:12:03,418
Kayuun,en,33214,Fortnite,2018-12-11 23:55:53,417
gktcloud,zh,21779,League of Legends,2018-12-11 15:01:25,417
OhTofu,en,491487,Dead by Daylight,2018-12-11 22:32:45,415
Venalis,en,32982,Grand Theft Auto V,2018-12-11 20:08:18,415
Hogmanlolz,en,33214,Fortnite,2018-12-12 00:09:44,414
SplattercatGaming,en,34025,Kenshi,2018-12-11 23:08:55,411
iateyourpie,en,504461,Super Smash Bros. Ultimate,2018-12-12 02:05:54,410
AnnieFuchsia,en,460636,Bloodborne,2018-12-11 20:51:53,409
Kobe0802,en,33214,Fortnite,2018-12-11 20:37:01,408
GoOffKings,en,66170,Warframe,2018-12-12 01:03:13,407
MickiePP,en,488552,Overwatch,2018-12-12 00:45:53,398
Hogmanlolz,en,33214,Fortnite,2018-12-12 00:09:44,397
CarcinogenSDA,en,8464,Parasite Eve,2018-12-11 23:29:01,397
Winghaven,es,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-11 23:39:24,393
agurin,de,21779,League of Legends,2018-12-11 23:56:30,390
XenosysVex,en,24241,FINAL FANTASY XIV Online,2018-12-11 22:51:20,390
AKAWonder,es,2748,Magic: The Gathering,2018-12-11 21:10:48,387
ZangetsuNerd,en,493959,Red Dead Redemption 2,2018-12-12 01:20:40,386
RankOneSlay,en,459931,Old School RuneScape,2018-12-11 20:56:22,386
kiwian,ko,490422,StarCraft II,2018-12-11 23:07:14,384
Dimitri,en,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-12 00:50:51,385
Kala,en,509658,Just Chatting,2018-12-11 22:27:12,384
BierbankB,de,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-11 18:17:35,383
LoadingReadyRun,en,497057,Destiny 2,2018-12-12 02:01:07,380
Bwana,en,80607,Elite: Dangerous,2018-12-12 01:00:52,380
GameMixTreize,fr,33214,Fortnite,2018-12-12 02:21:24,379
Gaijingoomba,en,10902,Katamari Damacy,2018-12-12 00:56:50,377
bchillz,en,263490,Rust,2018-12-11 21:59:04,376
BarbarousKing,en,504461,Super Smash Bros. Ultimate,2018-12-12 00:47:27,371
Katie,en,509658,Just Chatting,2018-12-12 00:28:49,370
DasValdez,en,32742,Kerbal Space Program,2018-12-11 21:13:07,370
Artosis,en,11989,StarCraft,2018-12-12 01:31:47,369
TheMunchdown,en,496902,Slay the Spire,2018-12-12 00:57:15,369
Dode,en,1229,Super Mario World,2018-12-12 01:09:45,367
AlfredoPlays,en,460630,Tom Clancy's Rainbow Six: Siege,2018-12-12 00:34:30,367
TheHunterWild,en,510344,Kingdom Two Crowns,2018-12-11 22:58:55,367
GameJ06,en,12870,Mega Man 2,2018-12-11 21:18:35,366
SaltyBet,en,271231,M.U.G.E.N,2018-12-11 18:44:48,366
Food,en,509667,Food & Drink,2018-12-11 08:00:04,366
TheNo1Alex,en,509658,Just Chatting,2018-12-12 02:00:27,364
Food,en,509667,Food & Drink,2018-12-11 08:00:04,366
TheNo1Alex,en,509658,Just Chatting,2018-12-12 02:00:27,364
StrifeCro,en,16937,Artifact,2018-12-12 01:28:52,361
xduracel,pt,489111,Summoners War: Sky Arena,2018-12-12 00:11:31,361
FrenchStallion,en,26936,Music & Performing Arts,2018-12-11 23:00:51,360
아구,ko,490422,StarCraft II,2018-12-12 00:52:47,359
casimito,pt,506103,FIFA 19,2018-12-12 00:23:14,359
kiwian,ko,490422,StarCraft II,2018-12-11 23:07:14,357
danii,en,33214,Fortnite,2018-12-11 19:52:55,357
야토링,ko,509658,Just Chatting,2018-12-12 01:23:32,355
StrifeCro,en,16937,Artifact,2018-12-12 01:28:52,354
GameJ06,en,12870,Mega Man 2,2018-12-11 21:18:35,353
kiwian,ko,490422,StarCraft II,2018-12-11 23:07:14,352
Last_Grey_Wolf,en,504689,Farming Simulator 19,2018-12-11 18:57:27,352
AutomaticJak,en,18122,World of Warcraft,2018-12-11 22:38:05,351
TheHunterWild,en,510344,Kingdom Two Crowns,2018-12-11 22:58:55,350
JimRsNg,es,490422,StarCraft II,2018-12-12 01:59:09,348
NaviOOT,en,138585,Hearthstone,2018-12-12 00:01:48,343
FrenchStallion,en,26936,Music & Performing Arts,2018-12-11 23:00:51,343
Bricky,en,491487,Dead by Daylight,2018-12-12 01:21:33,342
mchfps,pt,32399,Counter-Strike: Global Offensive,2018-12-12 00:00:41,337
CryptoTradersTV,en,499634,Crypto,2018-12-11 08:09:26,336
AlineFox,pt,417752,Talk Shows & Podcasts,2018-12-12 01:22:37,334
SattelizerGames,en,491487,Dead by Daylight,2018-12-12 00:17:10,334
ESL_CSGO,en,32399,Counter-Strike: Global Offensive,2018-12-10 17:22:21,332
